Time,rr_ms
01:22:59.835205Z,1971.6796875
01:23:00.319467Z,481.4453125
01:23:00.819350Z,481.4453125
01:23:01.303582Z,500.0
01:23:01.803464Z,503.90625
01:23:02.537669Z,531.25
01:23:02.787611Z,539.0625
01:23:03.271905Z,578.125
01:23:04.021726Z,595.703125
01:23:04.505991Z,645.5078125
01:23:05.255815Z,645.5078125
01:23:05.990012Z,625.9765625
01:23:06.474284Z,583.984375
01:23:06.974132Z,558.59375
01:23:07.458425Z,530.2734375
01:23:12.394741Z,4968.75
01:23:13.128944Z,531.25
01:23:13.628827Z,678.7109375
01:23:14.363031Z,725.5859375
01:23:15.097233Z,759.765625
01:23:15.831437Z,749.0234375
01:23:18.799493Z,2600.5859375
01:23:19.283755Z,611.328125
01:23:19.783641Z,684.5703125
01:23:20.517842Z,736.328125
01:23:21.252045Z,772.4609375
01:23:22.236218Z,760.7421875
01:23:22.986043Z,767.578125
01:23:23.720219Z,754.8828125
01:23:24.454453Z,695.3125
01:23:24.954336Z,637.6953125
01:23:25.688509Z,591.796875
01:23:26.188427Z,578.125
01:23:26.672654Z,592.7734375
01:23:27.406886Z,600.5859375
01:23:27.906764Z,642.578125
01:23:28.640984Z,694.3359375
01:23:30.125002Z,1448.2421875
01:23:30.859177Z,726.5625
01:23:31.593380Z,732.421875
01:23:32.343206Z,732.421875
01:23:33.077407Z,773.4375
01:23:33.811610Z,775.390625
01:23:34.561436Z,732.421875
01:23:35.295645Z,761.71875
01:23:36.029879Z,746.09375
01:23:36.779666Z,725.5859375
01:23:37.513871Z,710.9375
01:23:38.248074Z,678.7109375
01:23:38.982278Z,664.0625
01:23:39.482161Z,664.0625
01:23:40.216364Z,672.8515625
01:23:40.966217Z,666.015625
01:23:41.450449Z,658.203125
01:23:42.184682Z,642.578125
01:23:42.934480Z,631.8359375
01:23:43.418770Z,625.0
01:23:44.652829Z,1286.1328125
01:23:45.387031Z,637.6953125
01:23:46.136856Z,649.4140625
01:23:46.621151Z,690.4296875
01:23:47.355349Z,699.21875
01:23:48.105146Z,675.78125
01:23:48.839386Z,672.8515625
01:23:49.339232Z,644.53125
01:23:50.073436Z,624.0234375
01:23:50.557698Z,602.5390625
01:23:51.307522Z,582.03125
01:23:51.791791Z,562.5
01:23:52.291716Z,552.734375
01:23:52.775930Z,530.2734375
01:23:53.275848Z,520.5078125
01:23:54.010045Z,517.578125
01:23:54.509900Z,516.6015625
01:23:54.994161Z,514.6484375
01:23:57.462334Z,2607.421875
01:23:57.946596Z,517.578125
01:23:58.696423Z,541.9921875
01:23:59.180682Z,547.8515625
01:23:59.680566Z,554.6875
01:24:00.164828Z,556.640625
01:24:01.149001Z,550.78125
01:24:01.898799Z,1081.0546875
01:24:11.740248Z,9793.9453125
01:24:12.240131Z,595.703125
01:24:12.974335Z,602.5390625
01:24:14.208421Z,1234.375
01:24:18.644885Z,4510.7421875
01:24:29.470519Z,10970.703125
01:24:30.220305Z,714.84375
01:24:31.688712Z,1352.5390625
01:24:32.922798Z,1234.375
01:24:33.407061Z,587.890625
01:24:34.156914Z,600.5859375
01:24:34.641147Z,595.703125
01:24:35.390972Z,624.0234375
01:24:35.875234Z,663.0859375
01:24:36.609437Z,648.4375
01:24:37.359262Z,625.9765625
01:24:37.843523Z,623.046875
01:24:38.593349Z,625.9765625
01:24:39.077611Z,619.140625
01:24:39.811813Z,602.5390625
01:24:40.311733Z,590.8203125
01:24:40.795990Z,592.7734375
01:24:41.545801Z,612.3046875
01:24:42.030075Z,617.1875
01:24:42.779870Z,643.5546875
01:24:43.514073Z,683.59375
01:24:44.248278Z,711.9140625
01:24:44.982481Z,746.09375
01:24:45.732305Z,783.203125
01:24:46.466508Z,790.0390625
01:24:47.200741Z,814.453125
01:24:48.184885Z,777.34375
01:24:48.684740Z,677.734375
01:24:49.418944Z,668.9453125
01:24:50.168778Z,693.359375
01:24:50.902977Z,765.625
01:24:51.637690Z,782.2265625
01:24:52.371892Z,815.4296875
01:24:53.356009Z,820.3125
01:24:54.105859Z,820.3125
