Time,rr_ms
22:49:14.491638Z,237.3046875
22:49:14.741614Z,424.8046875
22:49:16.709865Z,1532.2265625
22:49:17.444065Z,1122.0703125
22:49:17.943947Z,582.03125
22:50:42.652590Z,20527.34375
22:50:43.636769Z,881.8359375
22:50:49.053553Z,5545.8984375
22:51:03.347053Z,14323.2421875
22:51:05.549696Z,2270.5078125
22:51:05.799636Z,250.0
22:51:06.049538Z,321.2890625
22:51:06.549424Z,333.0078125
22:51:08.267801Z,1666.9921875
22:52:05.887700Z,57850.5859375
22:52:06.137639Z,222.65625
22:52:07.371695Z,1120.1171875
22:52:12.542347Z,5112.3046875
22:52:13.042263Z,606.4453125
22:52:15.494810Z,2473.6328125
22:52:23.877395Z,7985.3515625
22:52:24.850067Z,1344.7265625
22:52:25.352333Z,523.4375
22:52:25.588004Z,308.59375
22:52:26.090269Z,479.4921875
22:52:26.586549Z,297.8515625
22:52:28.546926Z,2168.9453125
22:52:35.439434Z,6852.5390625
22:52:35.939318Z,398.4375
22:52:36.423612Z,291.015625
22:52:37.907637Z,1799.8046875
22:52:38.641835Z,686.5234375
22:52:39.141721Z,540.0390625
22:52:39.625948Z,397.4609375
22:52:39.875886Z,363.28125
22:52:40.125829Z,238.28125
22:52:40.610088Z,500.0
22:52:40.860029Z,94.7265625
22:52:44.562315Z,3825.1953125
22:52:45.046542Z,500.9765625
22:52:45.546422Z,403.3203125
22:52:46.280658Z,620.1171875
22:52:46.530600Z,397.4609375
22:52:47.014827Z,530.2734375
22:52:47.514743Z,300.78125
22:52:47.999007Z,707.03125
22:52:48.248958Z,205.078125
22:52:48.748793Z,356.4453125
22:52:48.983111Z,399.4140625
22:52:49.482994Z,162.109375
22:52:49.732967Z,499.0234375
22:52:49.982906Z,340.8203125
22:52:50.467173Z,442.3828125
22:52:50.717116Z,233.3984375
22:52:50.967018Z,323.2421875
22:52:53.419562Z,2436.5234375
22:52:53.669507Z,200.1953125
22:52:54.169421Z,411.1328125
22:52:54.403740Z,275.390625
22:52:54.903588Z,427.734375
22:52:55.387884Z,596.6796875
22:52:55.887766Z,495.1171875
22:52:56.372396Z,458.0078125
22:52:57.122255Z,858.3984375
22:52:57.356536Z,237.3046875
22:52:57.606513Z,250.0
22:52:59.090503Z,1439.453125
22:53:00.324621Z,1193.359375
22:53:01.058819Z,822.265625
22:53:01.793034Z,541.015625
22:53:02.777170Z,1128.90625
22:53:04.511118Z,1648.4375
22:53:04.745418Z,227.5390625
22:53:05.245335Z,510.7421875
22:53:06.229455Z,959.9609375
22:53:21.491499Z,15356.4453125
22:53:21.991380Z,450.1953125
22:53:22.491256Z,402.34375
22:53:23.225465Z,706.0546875
22:53:23.475384Z,463.8671875
22:53:26.427827Z,2780.2734375
22:53:30.114425Z,3806.640625
22:53:31.098604Z,935.546875
22:53:31.348510Z,329.1015625
22:53:31.598450Z,263.671875
22:53:32.332687Z,535.15625
22:53:32.582630Z,426.7578125
22:53:32.832535Z,270.5078125
22:53:34.550877Z,1591.796875
22:53:35.050759Z,633.7890625
22:53:36.034903Z,784.1796875
22:53:36.771466Z,754.8828125
22:53:37.513883Z,764.6484375
22:53:38.241479Z,785.15625
22:53:38.980416Z,757.8125
22:53:39.730239Z,792.96875
22:53:40.464440Z,763.671875
22:53:41.448621Z,808.59375
22:53:42.182823Z,839.84375
22:53:42.918282Z,848.6328125
22:53:43.902465Z,833.0078125
22:53:44.640669Z,774.4140625
22:53:45.390529Z,793.9453125
22:53:46.125032Z,781.25
22:53:47.109196Z,786.1328125
22:53:47.844031Z,754.8828125
22:53:48.593854Z,728.515625
22:53:49.328053Z,753.90625
22:53:50.062219Z,786.1328125
22:53:50.806681Z,809.5703125
22:53:51.540883Z,748.046875
22:53:52.275084Z,803.7109375
22:53:53.509428Z,808.59375
22:53:54.009288Z,828.125
22:53:54.745223Z,760.7421875
22:53:55.479422Z,735.3515625
22:53:56.229246Z,791.015625
22:53:57.447709Z,831.0546875
22:53:57.947593Z,848.6328125
22:53:58.931732Z,870.1171875
22:53:59.665906Z,896.484375
22:54:00.650042Z,899.4140625
22:54:01.634184Z,902.34375
22:54:02.384040Z,918.9453125
22:54:03.368149Z,914.0625
22:54:04.352328Z,870.1171875
22:54:05.086529Z,859.375
22:54:05.820697Z,819.3359375
22:54:06.804873Z,833.984375
22:54:07.554660Z,863.28125
22:54:08.538840Z,855.46875
22:54:09.273005Z,781.25
22:54:10.007239Z,840.8203125
22:54:10.991349Z,840.8203125
22:54:11.741171Z,850.5859375
22:54:12.725315Z,916.015625
22:54:13.709493Z,911.1328125
22:54:14.443659Z,898.4375
22:54:15.427831Z,824.21875
22:54:16.163803Z,877.9296875
22:54:17.397888Z,927.734375
22:54:18.388145Z,907.2265625
22:54:18.872371Z,858.3984375
22:54:19.872133Z,811.5234375
22:54:20.606844Z,817.3828125
22:54:21.591019Z,845.703125
22:54:22.075245Z,782.2265625
22:54:22.825072Z,740.234375
22:54:23.809247Z,777.34375
22:54:24.543411Z,782.2265625
22:54:25.277615Z,803.7109375
22:54:26.027555Z,847.65625
22:54:27.011738Z,777.34375
22:54:27.745935Z,740.234375
22:54:28.480101Z,766.6015625
22:54:29.229963Z,779.296875
22:54:29.964125Z,746.09375
22:54:30.698359Z,791.015625
22:54:31.682468Z,826.171875
22:54:32.432292Z,856.4453125
22:54:33.166493Z,801.7578125
22:54:34.150637Z,809.5703125
22:54:34.884838Z,836.9140625
22:54:35.619447Z,872.0703125
22:54:36.603591Z,846.6796875
22:54:37.353410Z,836.9140625
22:54:38.337552Z,865.234375
