Time,rr_ms
21:10:15.736320Z,1250.9765625
21:10:16.220582Z,621.09375
21:10:17.204702Z,614.2578125
21:10:17.454671Z,629.8828125
21:10:18.198479Z,638.671875
21:10:18.682974Z,653.3203125
21:10:19.432905Z,660.15625
21:10:20.167260Z,684.5703125
21:10:20.903138Z,716.796875
21:10:21.637309Z,710.9375
21:10:22.871451Z,1392.578125
21:10:23.605441Z,664.0625
21:10:24.355318Z,664.0625
21:10:24.839725Z,668.9453125
21:10:26.323961Z,1331.0546875
21:10:27.058113Z,655.2734375
21:10:28.292244Z,1330.078125
21:10:29.026414Z,644.53125
21:10:29.526248Z,641.6015625
21:10:30.511718Z,670.8984375
21:10:30.996706Z,680.6640625
21:10:31.496522Z,697.265625
21:10:32.230570Z,735.3515625
21:10:33.214707Z,763.671875
21:10:33.949070Z,749.0234375
21:10:34.698767Z,727.5390625
21:10:35.182991Z,711.9140625
21:10:35.932845Z,696.2890625
21:10:36.667047Z,667.96875
21:10:37.651210Z,641.6015625
21:10:38.135642Z,635.7421875
21:10:39.135245Z,1178.7109375
21:10:43.806364Z,4668.9453125
21:10:44.540605Z,658.203125
21:10:45.535384Z,640.625
21:10:45.769685Z,612.3046875
21:10:46.269505Z,613.28125
21:10:47.003719Z,632.8125
21:10:47.493388Z,670.8984375
21:10:53.408430Z,5438.4765625
21:10:54.892665Z,1381.8359375
21:10:55.142445Z,661.1328125
21:10:55.626870Z,647.4609375
21:10:56.370279Z,634.765625
21:10:57.604160Z,1243.1640625
21:10:58.338561Z,613.28125
21:10:58.822766Z,617.1875
21:10:59.572633Z,619.140625
21:11:00.056860Z,609.375
21:11:00.791122Z,624.0234375
21:11:01.297728Z,652.34375
21:11:02.031870Z,681.640625
21:11:02.766117Z,677.734375
21:11:03.512724Z,670.8984375
21:11:03.997273Z,666.9921875
21:11:05.480326Z,1347.65625
21:11:05.969832Z,653.3203125
21:11:06.705442Z,639.6484375
21:11:07.205334Z,621.09375
21:11:07.939534Z,613.28125
21:11:09.173452Z,1199.21875
21:11:09.657895Z,593.75
21:11:10.407709Z,595.703125
21:11:10.891960Z,591.796875
21:11:11.391898Z,587.890625
21:11:12.126040Z,583.0078125
21:11:12.625910Z,593.75
21:11:13.360181Z,590.8203125
21:11:13.844393Z,592.7734375
21:11:14.344282Z,605.46875
21:11:15.080543Z,620.1171875
21:11:15.580492Z,613.28125
21:11:16.314674Z,612.3046875
21:11:16.814408Z,622.0703125
21:11:17.548787Z,631.8359375
21:11:18.283410Z,633.7890625
21:11:18.783299Z,622.0703125
21:11:19.517512Z,626.953125
21:11:20.251655Z,631.8359375
21:11:20.751586Z,633.7890625
21:11:21.235843Z,625.0
21:11:22.219989Z,643.5546875
21:11:22.719867Z,662.109375
21:11:23.204129Z,651.3671875
21:11:23.953927Z,670.8984375
21:11:25.187816Z,1227.5390625
21:11:29.359820Z,4222.65625
21:11:30.111529Z,744.140625
21:11:30.845695Z,748.046875
21:11:31.579939Z,724.609375
21:11:32.316068Z,713.8671875
21:11:33.065858Z,708.0078125
21:11:33.800115Z,723.6328125
21:11:34.534640Z,751.953125
21:11:35.284288Z,718.75
21:11:36.018664Z,738.28125
21:11:37.004545Z,755.859375
21:11:37.488750Z,744.140625
21:11:38.238619Z,776.3671875
21:11:38.975131Z,775.390625
21:11:39.960883Z,813.4765625
21:11:40.695101Z,822.265625
21:11:41.681829Z,800.78125
21:11:42.166092Z,780.2734375
21:11:42.915967Z,732.421875
21:11:43.643898Z,701.171875
21:11:44.383849Z,708.0078125
21:11:45.127810Z,708.984375
21:11:45.864001Z,710.9375
21:11:46.613655Z,718.75
21:11:47.351415Z,714.84375
21:11:48.329679Z,705.078125
21:11:48.579625Z,692.3828125
21:11:49.563776Z,682.6171875
21:11:50.048029Z,677.734375
21:11:50.792066Z,688.4765625
21:11:51.291733Z,678.7109375
21:11:52.276080Z,676.7578125
21:11:52.760338Z,650.390625
21:11:53.504407Z,644.53125
21:11:53.988667Z,662.109375
21:11:54.738494Z,670.8984375
21:11:55.472477Z,679.6875
21:11:56.206896Z,701.171875
21:11:56.706781Z,709.9609375
21:11:57.440982Z,705.078125
21:11:58.175182Z,671.875
21:11:58.675062Z,652.34375
21:11:59.409264Z,660.15625
21:12:00.158919Z,692.3828125
21:12:00.893066Z,726.5625
21:12:01.627490Z,746.09375
21:12:02.361651Z,714.84375
21:12:03.111518Z,689.453125
21:12:03.845678Z,682.6171875
21:12:04.345432Z,657.2265625
21:12:05.082308Z,664.0625
21:12:05.809514Z,669.921875
21:12:06.309391Z,674.8046875
21:12:07.543475Z,689.453125
21:12:07.793263Z,700.1953125
21:12:08.520919Z,702.1484375
21:12:09.270563Z,692.3828125
21:12:09.754978Z,669.921875
21:12:10.489200Z,674.8046875
21:12:11.239018Z,686.5234375
21:12:11.979806Z,681.640625
21:12:12.464164Z,683.59375
21:12:13.198433Z,673.828125
21:12:13.948094Z,664.0625
21:12:14.439112Z,664.0625
21:12:15.173307Z,665.0390625
21:12:15.907507Z,660.15625
21:12:16.657159Z,660.15625
21:12:17.141576Z,666.9921875
21:12:17.875790Z,682.6171875
21:12:18.625609Z,712.890625
21:12:19.359814Z,714.84375
21:12:20.094012Z,717.7734375
21:12:20.843682Z,716.796875
21:12:21.578029Z,705.078125
21:12:22.062308Z,706.0546875
21:12:22.812128Z,711.9140625
21:12:23.796266Z,699.21875
21:12:24.280532Z,687.5
21:12:25.032178Z,690.4296875
21:12:25.766548Z,703.125
21:12:26.250812Z,685.546875
21:12:26.996798Z,682.6171875
21:12:27.731005Z,698.2421875
21:12:28.467263Z,698.2421875
21:12:29.216918Z,705.078125
21:12:29.951287Z,710.9375
21:12:30.935367Z,712.890625
21:12:31.185348Z,710.9375
21:12:31.921316Z,705.078125
21:12:32.655518Z,706.0546875
21:12:33.405174Z,692.3828125
21:12:34.133730Z,690.4296875
21:12:34.867973Z,702.1484375
